PostID,UserID,PostDateTime,PostContent,Hashtags,PostTopic,Likes,Shares,Comments,UserFollowers,UserFollowing,UserLocation,UserAge,UserGender,SentimentScore
9541,4606,"December 05, 2023 15:54:22",Celebrity update: The latest music release is topping the charts. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,167,160,131,94174,643,Port Jesus,52,Female,0.15
9542,1105,2023-05-12 01:27:00,Stay informed: New government policies are reshaping public discourse. #election #debate,"#election, #debate",Politics,793,149,185,71485,2716,Moralesport,64,Female,-0.22
9543,2154,2023-02-12 18:03:13,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #food #health,"#travel, #food, #health",Lifestyle,37,69,188,93593,3862,West Mariaborough,23,Male,0.61
9544,4428,07/07/2023 05:01 AM,Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,674,32,126,65650,2389,North Waynemouth,62,Male,0.82
9545,2708,2023-03-12 18:49:22,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,470,283,296,13907,3409,Amystad,62,Female,-0.49
9546,3823,"December 29, 2023 21:56:01",Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,451,343,86,75865,2310,Lake Doris,60,Male,-0.92
9547,4925,05/02/2023 03:15 PM,Celebrity update: The latest music release is topping the charts. #music,#music,Entertainment,954,259,120,69124,4312,Brownberg,66,Male,-0.59
9548,2908,30-01-2023 13:19,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI,"#startup, #AI",Technology,489,321,134,46162,1018,Joannaville,18,,
9549,4868,2023-09-23 21:54:25,Celebrity update: The latest music release is topping the charts. #celebrity,#celebrity,Entertainment,141,76,198,25382,2077,Kimside,62,Male,0.74
9550,3049,"August 02, 2023 20:07:09",Just watched an amazing movie—highly recommend it to all film lovers. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,759,109,170,99106,228,West Crystal,15,Male,-0.3
9551,3280,"November 17, 2023 13:34:53",Breaking news: Major policy changes have sparked debates in the parliament. #debate,#debate,Politics,942,304,259,72211,2101,Jessechester,53,Other,-0.7
9552,1368,31-05-2023 18:43,Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball,"#olympics, #basketball",Sports,102,383,123,14372,4481,West Keith,40,Male,0.72
9553,2274,02-01-2023 14:16,Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,710,138,241,53383,244,Robertstad,44,Male,-0.57
9554,1945,2023-09-09 14:09:00,Stay informed: New government policies are reshaping public discourse. #policy #debate,"#policy, #debate",Politics,711,34,70,54094,3585,Andersonfurt,51,Male,-0.52
9555,4904,2023-04-10 04:39:57,Sports update: The championship match had fans on the edge of their seats. #olympics #basketball #football,"#olympics, #basketball, #football",Sports,41,422,58,88180,2990,Jeffreytown,75,Male,-0.81
9556,4179,27-08-2023 08:49,Celebrity update: The latest music release is topping the charts. #music #movies,"#music, #movies",Entertainment,946,393,108,55909,2867,Tracyport,31,Male,0.82
9557,4347,"October 13, 2023 13:39:21",Political update: Today's debate on election integrity was intense. #debate #policy,"#debate, #policy",Politics,146,234,40,80004,3678,Wrightberg,13,Male,-0.35
9558,3227,10/16/2023 12:36 PM,Entertainment buzz: A star-studded event lit up the night. #music,#music,Entertainment,65,329,285,39360,1281,East Stacy,45,Male,-0.66
9559,4796,02/18/2023 06:22 AM,Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,942,199,145,5599,3748,East Mary,45,Female,0.91
9560,1292,"February 23, 2023 13:44:16",Incredible performance today—truly a masterclass in sportsmanship. #basketball,#basketball,Sports,192,324,285,84575,2009,Greerborough,23,Female,-0.33
9561,1583,"September 23, 2023 07:02:34",Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,297,150,51,29417,1576,Josephmouth,72,Female,0.49
9562,3842,10-03-2023 01:54,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics,"#basketball, #olympics",Sports,37,33,175,11278,2227,Chelseamouth,40,Female,-0.54
9563,3222,2023-03-07 20:08:25,Attended an inspiring tech conference—innovations are on the horizon. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,501,123,278,4039,3122,New Brianborough,74,Female,0.45
9564,3170,"April 17, 2023 08:56:57",Celebrity update: The latest music release is topping the charts. #celebrity,#celebrity,Entertainment,652,366,164,96237,3569,East Jennifer,59,Female,-0.54
9565,3274,11-10-2023 03:42,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #travel #health,"#food, #travel, #health",Lifestyle,617,31,251,90696,1745,New Andrew,29,Male,0.28
9566,4973,19-02-2023 20:08,Attended an inspiring tech conference—innovations are on the horizon. #startup,#startup,Technology,427,271,102,81342,4169,New Travisberg,21,Male,-0.12
9567,3491,2023-12-17 01:36:46,Living my best life—enjoying every moment and embracing wellness. #travel,#travel,Lifestyle,663,323,52,69310,426,Rickville,20,Female,0.6
9568,4884,2023-06-16 13:09:32,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music,"#celebrity, #music",Entertainment,351,309,254,27387,828,Nicoleville,71,Male,0.46
9569,3475,"October 04, 2023 01:13:11",Just watched an amazing movie—highly recommend it to all film lovers. #celebrity,#celebrity,Entertainment,925,123,172,58457,3393,Gregoryhaven,57,Male,0.87
9570,4154,"March 20, 2023 18:18:00",Breaking news: Major policy changes have sparked debates in the parliament. #policy #debate,"#policy, #debate",Politics,325,411,250,9254,3645,South Angela,45,Other,-0.25
9571,1764,07/16/2023 03:26 PM,Sports update: The championship match had fans on the edge of their seats. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,37,367,176,58016,2549,New Amyberg,50,Female,0.51
9572,4729,09-08-2023 06:58,Attended an inspiring tech conference—innovations are on the horizon. #startup,#startup,Technology,96,491,48,88701,636,Leetown,75,Male,0.94
9573,3679,10/14/2023 08:22 PM,Breaking: A startup's new product is creating major buzz in the tech world. #AI,#AI,Technology,107,315,110,92042,1104,Carolynville,24,Male,-0.33
9574,3112,"September 30, 2023 18:15:45",What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,630,77,209,12134,3049,East Michael,79,Male,-0.42
9575,2304,05/06/2023 11:54 AM,Breaking news: Major policy changes have sparked debates in the parliament. #election #policy,"#election, #policy",Politics,150,75,247,95113,659,Karenbury,41,,
9576,4866,18-02-2023 19:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel,#travel,Lifestyle,73,59,174,29837,2226,Elizabethshire,34,Male,-0.11
9577,2414,"September 29, 2023 03:52:50",Breaking news: Major policy changes have sparked debates in the parliament. #debate #election,"#debate, #election",Politics,56,84,106,915,2550,Gomezstad,46,Female,-0.2
9578,1427,"November 02, 2023 18:55:53",Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity,"#movies, #celebrity",Entertainment,877,367,152,65596,856,Garyhaven,51,Other,0.09
9579,3665,2023-02-03 05:23:01,Attended an inspiring tech conference—innovations are on the horizon. #startup,#startup,Technology,334,79,154,95932,2533,New Andreaport,28,Female,0.87
9580,3972,2023-10-11 04:25:51,Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,251,373,139,39835,2749,Murraystad,43,Male,-0.83
9581,3014,10/03/2023 09:00 AM,Stay informed: New government policies are reshaping public discourse. #debate,#debate,Politics,918,171,150,50462,1401,Danielfurt,61,Male,-0.07
9582,3859,2023-04-04 23:40:59,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity,#celebrity,Entertainment,803,257,272,52386,158,Maryton,56,Female,-0.78
9583,1106,05/18/2023 12:54 PM,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #travel #health,"#food, #travel, #health",Lifestyle,824,278,43,54707,575,Coxview,58,Male,0.77
9584,4619,2023-09-10 05:07:45,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity,"#movies, #celebrity",Entertainment,766,220,70,82574,1548,South Davidton,13,Female,-0.73
9585,1658,2023-03-18 09:28:20,Stay informed: New government policies are reshaping public discourse. #policy #election,"#policy, #election",Politics,253,45,124,87885,999,Simmonsmouth,56,Male,-0.82
9586,4333,2023-07-15 02:14:16,Attended an inspiring tech conference—innovations are on the horizon. #startup #innovation,"#startup, #innovation",Technology,384,490,151,29596,1717,New Victoria,58,Male,0.93
9587,4992,04-03-2023 14:24,Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,455,72,219,79096,3234,East Joseph,65,Female,0.13
9588,2182,01/02/2023 08:48 PM,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #health,"#travel, #health",Lifestyle,258,53,214,77890,4997,Markborough,45,,
9589,3312,2023-11-22 15:24:40,Stay informed: New government policies are reshaping public discourse. #debate #election #policy,"#debate, #election, #policy",Politics,781,326,143,12057,655,South Tina,57,Female,-0.06
9590,4539,2023-01-23 08:29:35,Stay informed: New government policies are reshaping public discourse. #debate #election #policy,"#debate, #election, #policy",Politics,464,220,106,64280,2444,East Alicia,76,Other,-0.13
9591,2225,19-02-2023 02:44,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,33,491,280,7952,1674,Hornechester,15,Female,0.82
9592,1154,01/27/2023 04:23 PM,Political update: Today's debate on election integrity was intense. #election #policy,"#election, #policy",Politics,494,380,63,66900,4967,Knighttown,36,Female,0.98
9593,4084,"March 10, 2023 14:07:49",Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #food #health,"#travel, #food, #health",Lifestyle,325,336,283,23303,4452,Lake Kimberlyview,43,Male,0.24
9594,4368,"September 01, 2023 00:37:38",What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,836,8,264,47778,1107,Frankton,52,Male,0.84
9595,1895,"March 20, 2023 00:00:02",Exploring new travel destinations and delicious cuisines—life is an adventure. #food #health,"#food, #health",Lifestyle,237,325,5,41953,1418,North Brian,62,Male,0.73
9596,4905,2023-01-25 03:43:21,Lifestyle tips: Small changes can make a big difference in your daily routine. #food,#food,Lifestyle,690,171,167,48462,1721,Andersonhaven,27,Female,0.09
9597,2521,08/14/2023 05:15 AM,Political update: Today's debate on election integrity was intense. #policy,#policy,Politics,615,83,172,10464,4683,Mariachester,33,Female,0.88
9598,2620,09-02-2023 23:54,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music,"#movies, #music",Entertainment,540,329,118,84324,3788,Justinport,33,Female,-0.58
9599,1992,"December 11, 2023 11:26:49",Entertainment buzz: A star-studded event lit up the night. #movies,#movies,Entertainment,738,328,225,27839,977,New Nicole,72,Male,0.77
9600,4863,03/30/2023 12:38 AM,Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,465,11,173,62276,3675,Davidfort,77,Female,-0.38
9601,3292,10/17/2023 07:06 PM,Tech update: A breakthrough in AI is set to transform the industry. #AI,#AI,Technology,743,480,128,48934,2786,West Marybury,33,Female,-0.94
9602,2323,01/21/2023 12:58 AM,Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,303,31,186,81202,754,Stevenchester,67,Male,0.57
9603,2385,04-03-2023 00:31,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,861,417,62,38404,332,Nathanielfurt,38,Female,0.86
9604,4425,17-05-2023 14:07,Sports update: The championship match had fans on the edge of their seats. #olympics #football,"#olympics, #football",Sports,846,338,273,94595,3879,Burnettborough,67,Female,-0.57
9605,4899,20-03-2023 09:28,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel,#travel,Lifestyle,116,288,85,25914,3733,North Kyleview,58,Male,0.07
9606,4592,2023-04-09 17:35:08,Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,206,319,209,16157,1020,Lake Williamchester,74,Female,0.5
9607,3433,2023-03-06 06:23:32,Sports update: The championship match had fans on the edge of their seats. #olympics #basketball #football,"#olympics, #basketball, #football",Sports,911,303,192,80609,4122,Crawfordfurt,66,Female,-0.34
9608,3806,03/24/2023 01:11 AM,Breaking news: Major policy changes have sparked debates in the parliament. #election #policy,"#election, #policy",Politics,696,271,237,18301,538,Claudiastad,16,Female,-0.71
9609,4383,"March 21, 2023 01:01:53",Tech update: A breakthrough in AI is set to transform the industry. #AI #startup,"#AI, #startup",Technology,480,177,19,50018,3156,North Gina,57,Female,-0.22
9610,3461,17-05-2023 03:18,Just watched an amazing movie—highly recommend it to all film lovers. #music #movies,"#music, #movies",Entertainment,649,113,181,49824,2903,Port Emilyview,66,Male,-0.09
9611,2301,06/20/2023 08:18 AM,What a game! That last-minute goal was simply unforgettable. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,402,406,47,53715,2139,West Casey,65,Male,0.48
9612,4821,06/22/2023 06:04 AM,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel,"#food, #travel",Lifestyle,996,25,227,46580,219,Port James,56,Male,-0.6
9613,3762,24-05-2023 03:01,Political update: Today's debate on election integrity was intense. #debate #election,"#debate, #election",Politics,834,236,53,38188,4066,North Christina,48,Other,0.63
9614,1758,2023-12-25 00:12:09,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,675,309,101,89768,1642,Lindseystad,46,Male,0.0
9615,1746,09/24/2023 02:05 AM,Sports update: The championship match had fans on the edge of their seats. #football #olympics,"#football, #olympics",Sports,899,171,88,43392,615,Lake Brianna,64,Female,0.81
9616,1592,04/15/2023 07:58 PM,Attended an inspiring tech conference—innovations are on the horizon. #innovation #startup,"#innovation, #startup",Technology,586,232,143,94953,1467,Whiteshire,18,,
9617,4427,25-02-2023 10:38,Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,232,36,147,50002,3417,Parksburgh,50,Male,-0.11
9618,2548,"July 17, 2023 02:38:14",Celebrity update: The latest music release is topping the charts. #music #movies,"#music, #movies",Entertainment,928,264,229,84831,434,West Richard,45,Male,-0.43
9619,3886,06/28/2023 06:49 PM,Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,283,477,249,23838,2695,Mariochester,67,Female,-0.79
9620,1015,2023-07-18 10:48:29,Attended an inspiring tech conference—innovations are on the horizon. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,479,12,224,85574,3185,Whitechester,35,Male,-0.26
9621,1992,"February 05, 2023 21:38:03",Entertainment buzz: A star-studded event lit up the night. #celebrity #movies,"#celebrity, #movies",Entertainment,888,495,160,68054,4226,Coryview,56,Other,-0.17
9622,2068,"September 14, 2023 16:01:12",Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health,"#food, #health",Lifestyle,766,315,167,68624,3306,Mollyview,40,Female,0.14
9623,2344,09-01-2023 06:41,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health,"#food, #health",Lifestyle,975,105,109,99258,287,West Derek,76,Male,0.72
9624,3698,2023-08-04 22:13:34,Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,8,125,260,35718,3490,Marystad,60,Female,-0.07
9625,4397,08/29/2023 11:39 AM,Breaking news: Major policy changes have sparked debates in the parliament. #election #policy #debate,"#election, #policy, #debate",Politics,714,335,172,69015,4882,East Rhondamouth,71,Female,-0.37
9626,3195,30-10-2023 18:14,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI,"#innovation, #AI",Technology,901,493,296,30865,4985,Romanville,71,Other,0.75
9627,3402,2023-01-13 04:50:12,Breaking news: Major policy changes have sparked debates in the parliament. #policy,#policy,Politics,378,383,242,65829,1982,West Patricktown,55,Male,0.47
9628,4307,08/10/2023 11:32 AM,Living my best life—enjoying every moment and embracing wellness. #health #food #travel,"#health, #food, #travel",Lifestyle,816,129,208,46236,3211,East Elizabethland,55,Female,-0.39
9629,1702,2023-02-10 08:03:21,Celebrity update: The latest music release is topping the charts. #movies,#movies,Entertainment,602,478,242,91789,2626,Lake Katieville,25,Male,-0.67
9630,1612,25-01-2023 01:56,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI,"#innovation, #AI",Technology,380,315,253,94640,4233,Port Michaelhaven,55,Female,-0.42
9631,1104,"November 11, 2023 01:26:36",Breaking: A startup's new product is creating major buzz in the tech world. #startup #innovation,"#startup, #innovation",Technology,843,255,81,25422,2121,Harrisstad,25,Male,-0.75
9632,2497,2023-10-22 13:20:40,What a game! That last-minute goal was simply unforgettable. #olympics,#olympics,Sports,661,440,30,54213,381,West Reneeland,47,Female,0.81
9633,4833,"November 09, 2023 13:50:44",Celebrity update: The latest music release is topping the charts. #music #celebrity,"#music, #celebrity",Entertainment,359,114,3,11379,3179,New Chris,23,Other,0.22
9634,1395,07/04/2023 04:18 PM,Sports update: The championship match had fans on the edge of their seats. #football #olympics,"#football, #olympics",Sports,175,298,193,22116,2561,Port Ethanberg,33,Female,0.73
9635,4517,"September 06, 2023 18:15:13",Breaking: A startup's new product is creating major buzz in the tech world. #AI,#AI,Technology,484,402,55,80715,3099,West Morganport,38,Female,0.64
9636,3653,2023-03-02 16:32:14,Sports update: The championship match had fans on the edge of their seats. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,404,123,260,24825,4334,Joshuaburgh,62,Female,-0.69
9637,4291,2023-11-19 05:51:37,What a game! That last-minute goal was simply unforgettable. #olympics #basketball,"#olympics, #basketball",Sports,32,255,80,73619,3585,Bradleyshire,61,Male,-0.11
9638,3010,2023-05-09 01:53:02,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music,"#movies, #music",Entertainment,464,138,53,22237,402,Lake April,25,Male,0.94
9639,4881,10-10-2023 22:45,Attended an inspiring tech conference—innovations are on the horizon. #AI #innovation,"#AI, #innovation",Technology,695,205,95,12157,3172,Andersenburgh,51,Female,-0.53
9640,1850,05/09/2023 03:05 PM,Celebrity update: The latest music release is topping the charts. #music #celebrity #movies,"#music, #celebrity, #movies",Entertainment,156,46,256,21381,2081,Ortizview,67,Other,-0.9
9641,2988,07/15/2023 03:17 PM,Attended an inspiring tech conference—innovations are on the horizon. #AI #innovation #startup,"#AI, #innovation, #startup",Technology,564,216,203,21816,909,Port Bryanview,19,Male,-0.31
9642,1441,08/13/2023 08:35 PM,Sports update: The championship match had fans on the edge of their seats. #football,#football,Sports,807,318,210,6634,2976,Boydland,55,Male,0.02
9643,2668,2023-02-26 06:21:22,Incredible performance today—truly a masterclass in sportsmanship. #olympics,#olympics,Sports,201,390,125,59772,4312,Kristaview,54,Male,-0.89
9644,1872,2023-07-23 09:08:14,Political update: Today's debate on election integrity was intense. #debate #policy #election,"#debate, #policy, #election",Politics,785,462,6,38658,4094,Port Roger,70,,
9645,1666,24-01-2023 18:21,Sports update: The championship match had fans on the edge of their seats. #basketball #football #olympics,"#basketball, #football, #olympics",Sports,174,349,124,27065,4246,Lisachester,24,,
9646,2051,05-08-2023 14:25,What a game! That last-minute goal was simply unforgettable. #football #basketball,"#football, #basketball",Sports,243,122,270,82693,4670,Carrollfort,25,Other,-0.58
9647,3841,"November 16, 2023 03:26:27",Stay informed: New government policies are reshaping public discourse. #election #debate #policy,"#election, #debate, #policy",Politics,268,30,107,36569,1220,Santoston,24,Female,-0.47
9648,3522,"November 17, 2023 16:27:00",Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,922,471,259,83380,4633,Sandersview,50,Female,-0.79
9649,1627,16-10-2023 22:23,Breaking news: Major policy changes have sparked debates in the parliament. #debate #policy,"#debate, #policy",Politics,445,54,69,11358,2178,Edwardsside,15,Male,-0.85
9650,4376,26-09-2023 19:55,Entertainment buzz: A star-studded event lit up the night. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,73,152,37,63680,2677,Port Dianeburgh,74,Male,0.19
9651,4817,"October 21, 2023 21:20:03",Stay informed: New government policies are reshaping public discourse. #policy #debate #election,"#policy, #debate, #election",Politics,95,455,174,77445,4967,Port Gloriashire,43,Male,0.9
9652,2428,16-12-2023 22:30,Celebrity update: The latest music release is topping the charts. #movies,#movies,Entertainment,872,285,187,3167,3683,Shaneside,49,Female,0.61
9653,4584,24-01-2023 23:36,What a game! That last-minute goal was simply unforgettable. #olympics #basketball #football,"#olympics, #basketball, #football",Sports,172,35,226,92374,1655,Lake Marieburgh,36,Male,0.67
9654,3549,"December 27, 2023 05:58:49",Breaking: A startup's new product is creating major buzz in the tech world. #startup,#startup,Technology,898,305,257,34312,2983,West Jenniferside,76,Female,0.47
9655,1347,2023-11-30 11:57:48,Lifestyle tips: Small changes can make a big difference in your daily routine. #health #food #travel,"#health, #food, #travel",Lifestyle,405,397,196,12317,121,South Lauren,28,Female,0.91
9656,2263,05-03-2023 04:46,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #food #health,"#travel, #food, #health",Lifestyle,154,284,7,21971,2342,Scottmouth,30,,
9657,2017,15-06-2023 05:03,Attended an inspiring tech conference—innovations are on the horizon. #AI #startup,"#AI, #startup",Technology,182,410,50,5279,4724,New Sandra,52,Female,0.56
9658,1569,19-10-2023 04:34,Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball,"#olympics, #basketball",Sports,322,372,221,68989,1283,Lake Douglas,70,Female,0.43
9659,4918,"September 04, 2023 18:39:16",What a game! That last-minute goal was simply unforgettable. #olympics #basketball,"#olympics, #basketball",Sports,288,255,18,23265,243,West Michaelmouth,57,Female,-0.39
9660,3742,2023-05-06 18:52:28,Entertainment buzz: A star-studded event lit up the night. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,257,177,246,88080,4683,New James,65,Female,-0.82
9661,4408,22-09-2023 22:10,Celebrity update: The latest music release is topping the charts. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,586,35,30,56464,4477,North Jeffreybury,39,Male,-0.81
9662,3073,2023-01-14 21:25:46,Breaking: A startup's new product is creating major buzz in the tech world. #startup #AI,"#startup, #AI",Technology,173,253,79,6019,3632,North Staceychester,48,Female,0.47
9663,4480,06/24/2023 10:49 PM,Lifestyle tips: Small changes can make a big difference in your daily routine. #food,#food,Lifestyle,329,161,21,55112,4438,Lake Sierraview,25,Female,-0.94
9664,4148,"October 24, 2023 21:18:31",Breaking: A startup's new product is creating major buzz in the tech world. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,230,20,288,81192,779,Reneefurt,63,Female,0.63
9665,2952,05/24/2023 04:47 AM,What a game! That last-minute goal was simply unforgettable. #olympics,#olympics,Sports,758,293,241,78647,85,Smithtown,60,Male,-0.27
9666,3264,09/24/2023 02:31 AM,Political update: Today's debate on election integrity was intense. #election #debate #policy,"#election, #debate, #policy",Politics,160,74,213,47702,294,Jonesland,72,Male,-0.62
9667,2351,04-12-2023 04:37,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #food #health,"#travel, #food, #health",Lifestyle,185,480,199,46762,3516,Lake Brian,63,Female,-0.18
9668,3884,"January 21, 2023 08:59:59",Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,902,206,164,83790,3817,West Megan,26,Female,0.41
9669,3821,2023-10-22 16:42:05,Celebrity update: The latest music release is topping the charts. #music #movies,"#music, #movies",Entertainment,142,459,139,22394,4335,East Spencer,55,Other,-0.45
9670,4094,06/20/2023 07:27 PM,Exploring new travel destinations and delicious cuisines—life is an adventure. #health #travel #food,"#health, #travel, #food",Lifestyle,281,471,284,78372,1831,Petersenberg,15,Male,-0.65
9671,4827,"March 13, 2023 00:27:42",Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity,"#movies, #celebrity",Entertainment,906,177,12,42762,2904,Langmouth,37,Female,0.48
9672,1669,30-06-2023 11:32,Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,639,381,25,82214,1265,Port Albert,46,Female,0.76
9673,1717,05/13/2023 07:05 PM,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel #health,"#food, #travel, #health",Lifestyle,677,36,21,79632,665,Thomasmouth,68,Male,0.17
9674,3357,2023-05-25 22:50:55,What a game! That last-minute goal was simply unforgettable. #basketball #olympics #football,"#basketball, #olympics, #football",Sports,26,458,75,62758,4213,East Robertmouth,77,Female,0.05
9675,3646,07/13/2023 12:38 AM,Political update: Today's debate on election integrity was intense. #election,#election,Politics,245,119,91,90786,503,West Bobbyberg,72,Male,0.51
9676,1266,"September 25, 2023 15:33:08",Stay informed: New government policies are reshaping public discourse. #election #debate #policy,"#election, #debate, #policy",Politics,486,402,265,92841,3354,Williamtown,60,Female,0.47
9677,2438,2023-09-26 16:01:45,Entertainment buzz: A star-studded event lit up the night. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,646,117,47,55106,1581,Lake Joanna,31,Female,-0.99
9678,3693,08-06-2023 03:27,Sports update: The championship match had fans on the edge of their seats. #football #basketball,"#football, #basketball",Sports,896,0,169,22398,4611,West Jesusburgh,47,Female,-0.44
9679,4338,"February 17, 2023 22:56:43",Entertainment buzz: A star-studded event lit up the night. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,201,208,244,30656,1825,East Kimberly,45,Male,0.86
9680,2356,01/26/2023 12:05 PM,Breaking news: Major policy changes have sparked debates in the parliament. #debate #policy,"#debate, #policy",Politics,20,423,227,37511,2539,Brianport,54,Other,0.92
9681,2022,21-12-2023 13:53,Living my best life—enjoying every moment and embracing wellness. #food #health,"#food, #health",Lifestyle,590,310,186,90600,1199,East Eddiemouth,66,Female,0.02
9682,4851,26-07-2023 13:23,Entertainment buzz: A star-studded event lit up the night. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,669,207,167,13846,3756,New William,51,Other,0.12
9683,3037,03-09-2023 06:55,Breaking news: Major policy changes have sparked debates in the parliament. #election #policy,"#election, #policy",Politics,93,153,202,33528,4278,Charlesburgh,76,Male,-1.0
9684,3497,"May 01, 2023 14:47:11",Breaking news: Major policy changes have sparked debates in the parliament. #debate #election #policy,"#debate, #election, #policy",Politics,7,249,5,22099,4541,South Anntown,50,Female,0.34
9685,1564,"November 02, 2023 13:38:40",Stay informed: New government policies are reshaping public discourse. #debate #policy,"#debate, #policy",Politics,471,170,131,64812,2187,Taylorville,50,Male,-0.58
9686,4682,08-02-2023 05:32,Living my best life—enjoying every moment and embracing wellness. #travel #food #health,"#travel, #food, #health",Lifestyle,338,314,244,30461,132,East Omarland,64,Male,-0.74
9687,2270,24-09-2023 16:59,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,258,306,90,8588,1573,Angelaside,59,Male,-0.39
9688,2059,12/20/2023 02:15 PM,Attended an inspiring tech conference—innovations are on the horizon. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,54,106,125,38481,3430,Karaburgh,77,Female,0.33
9689,2424,2023-08-17 08:37:24,Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,910,142,241,23454,2629,South Jessemouth,54,Male,-0.13
9690,1027,13-12-2023 23:05,Political update: Today's debate on election integrity was intense. #policy #debate #election,"#policy, #debate, #election",Politics,547,7,248,16814,4986,Lake Bryanburgh,67,Female,-0.3
9691,1219,2023-03-28 16:38:11,What a game! That last-minute goal was simply unforgettable. #olympics,#olympics,Sports,5,93,6,6877,1157,Josemouth,71,Female,0.45
9692,1405,"September 14, 2023 12:25:25",Tech update: A breakthrough in AI is set to transform the industry. #startup,#startup,Technology,376,397,87,12141,2124,Walterfort,78,Other,0.63
9693,2637,"July 18, 2023 18:46:51",Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music,"#celebrity, #music",Entertainment,553,96,85,13242,4524,Susanton,66,Female,0.74
9694,2798,13-03-2023 14:59,Breaking: A startup's new product is creating major buzz in the tech world. #startup,#startup,Technology,49,489,144,91496,1974,Kimberlyfort,63,Female,-0.11
9695,3318,26-06-2023 22:12,Political update: Today's debate on election integrity was intense. #election,#election,Politics,111,6,197,9370,4362,Kevinbury,35,Female,0.44
